"HUC12","HUC_12_NAME","HUC10","HUC_10_NAME","HUC8","HUC_8_NAME","Latitude","Longitude"
170200050209,"Benson Spring",1702000502,"Coyote Creek-Columbia River",17020005,"Chief Joseph",48.1748962814429,-119.346055169116
170200050210,"Granite Rapids-Columbia River",1702000502,"Coyote Creek-Columbia River",17020005,"Chief Joseph",48.1243070228118,-119.262143495199
170200050401,"Trefry Creek-Columbia River",1702000504,"Tumwater Creek-Columbia River",17020005,"Chief Joseph",48.0544750308984,-119.297338088625
170200050402,"Tumwater Creek",1702000504,"Tumwater Creek-Columbia River",17020005,"Chief Joseph",48.1521115205647,-119.445011896081
170200050403,"Eagle Rapids-Columbia River",1702000504,"Tumwater Creek-Columbia River",17020005,"Chief Joseph",48.0709035141101,-119.430511476911
170200050404,"Jordan Creek-Columbia River",1702000504,"Tumwater Creek-Columbia River",17020005,"Chief Joseph",48.0467540669693,-119.556008436646
170200050405,"Dry Creek-Columbia River",1702000504,"Tumwater Creek-Columbia River",17020005,"Chief Joseph",48.063748705354,-119.668228344897
170200050501,"Starzman Lake",1702000505,"Swamp Creek-Columbia River",17020005,"Chief Joseph",48.1781384710774,-119.764561353404
170200050502,"Swamp Creek",1702000505,"Swamp Creek-Columbia River",17020005,"Chief Joseph",48.2140737960638,-119.857767316236
170200050503,"Indian Dan Creek",1702000505,"Swamp Creek-Columbia River",17020005,"Chief Joseph",48.1283001404886,-119.868227854606
170200050504,"Watson Draw-Columbia River",1702000505,"Swamp Creek-Columbia River",17020005,"Chief Joseph",48.0790726064331,-119.833353643018
170200050505,"Lake Pateros-Columbia River",1702000505,"Swamp Creek-Columbia River",17020005,"Chief Joseph",47.991307322649,-119.855165470692
170200050506,"Antoine Creek",1702000505,"Swamp Creek-Columbia River",17020005,"Chief Joseph",47.9665495977192,-119.990107584013
170200050507,"Long Draw-Columbia River",1702000505,"Swamp Creek-Columbia River",17020005,"Chief Joseph",47.8846809595307,-119.915140200472
170200060101,"Nine Mile Creek-Okanogan River",1702000601,"Antoine Creek-Okanogan River",17020006,"Okanogan",48.9807963572324,-119.371042253385
170200060102,"Tonasket Creek",1702000601,"Antoine Creek-Okanogan River",17020006,"Okanogan",48.9240334103152,-119.265186526913
170200060104,"Whitestone Creek",1702000601,"Antoine Creek-Okanogan River",17020006,"Okanogan",48.8202925195066,-119.518294504898
170200060105,"Upper Antoine Creek",1702000601,"Antoine Creek-Okanogan River",17020006,"Okanogan",48.8261939146232,-119.19611219263
170200060106,"Whisky Cache Creek",1702000601,"Antoine Creek-Okanogan River",17020006,"Okanogan",48.8103288547771,-119.337263583757
170200060107,"Lower Antoine Creek",1702000601,"Antoine Creek-Okanogan River",17020006,"Okanogan",48.7965662618227,-119.30382029023
170200060108,"Mosquito Creek-Okanogan River",1702000601,"Antoine Creek-Okanogan River",17020006,"Okanogan",48.840768357043,-119.404371257576
170200060201,"Upper Siwash Creek",1702000602,"Bonaparte Creek-Okanogan River",17020006,"Okanogan",48.739474087867,-119.192016548364
170200060202,"Lower Siwash Creek",1702000602,"Bonaparte Creek-Okanogan River",17020006,"Okanogan",48.7320660818445,-119.299124664567
170200060203,"Upper Bonaparte Creek",1702000602,"Bonaparte Creek-Okanogan River",17020006,"Okanogan",48.7296788712272,-119.087864990034
170200060204,"Peony Creek",1702000602,"Bonaparte Creek-Okanogan River",17020006,"Okanogan",48.6149461667661,-119.190450470198
170200060205,"Lower Bonaparte Creek",1702000602,"Bonaparte Creek-Okanogan River",17020006,"Okanogan",48.6662237850937,-119.297104065641
170200060206,"Aeneas Creek",1702000602,"Bonaparte Creek-Okanogan River",17020006,"Okanogan",48.7321683273639,-119.559680999657
170200060207,"Chewiliken Creek",1702000602,"Bonaparte Creek-Okanogan River",17020006,"Okanogan",48.6076544121698,-119.352346478298
170200060208,"Upper Tunk Creek",1702000602,"Bonaparte Creek-Okanogan River",17020006,"Okanogan",48.5004742406251,-119.297817386417
170200060209,"Tamarack Spring",1702000602,"Bonaparte Creek-Okanogan River",17020006,"Okanogan",48.5542833155334,-119.321776352655
170200060210,"Lower Tunk Creek",1702000602,"Bonaparte Creek-Okanogan River",17020006,"Okanogan",48.5529746037193,-119.409149295082
170200060211,"Whitestone Coulee-Okanogan River",1702000602,"Bonaparte Creek-Okanogan River",17020006,"Okanogan",48.6569063281906,-119.484887216118
170200060301,"West Fork Salmon Creek",1702000603,"Salmon Creek",17020006,"Okanogan",48.5608669268944,-119.878835229895
170200060302,"South Fork Salmon Creek",1702000603,"Salmon Creek",17020006,"Okanogan",48.4949297511584,-119.82371724387
170200060303,"North Fork Salmon Creek",1702000603,"Salmon Creek",17020006,"Okanogan",48.6198895976064,-119.81593412312
170200060304,"Green Lake-Salmon Creek",1702000603,"Salmon Creek",17020006,"Okanogan",48.4625261215975,-119.686316106669
170200060402,"Alkali Lake-Okanogan River",1702000604,"Omak Creek-Okanogan River",17020006,"Okanogan",48.5361474695235,-119.517239876557
170200060404,"Johnson Creek",1702000604,"Omak Creek-Okanogan River",17020006,"Okanogan",48.5046009329301,-119.622434890896
170200060405,"Wanacut Creek",1702000604,"Omak Creek-Okanogan River",17020006,"Okanogan",48.4402960912812,-119.370774986286
170200060406,"Kartar Creek",1702000604,"Omak Creek-Okanogan River",17020006,"Okanogan",48.2474052557443,-119.249100349542
170200060407,"Omak Lake",1702000604,"Omak Creek-Okanogan River",17020006,"Okanogan",48.2904273125142,-119.398483387038
170200060408,"Upper Omak Creeek",1702000604,"Omak Creek-Okanogan River",17020006,"Okanogan",48.3271249092099,-119.140718044061
170200060409,"Middle Omak Creek",1702000604,"Omak Creek-Okanogan River",17020006,"Okanogan",48.3915628746432,-119.23702369163
170200060410,"Lower Omak Creek",1702000604,"Omak Creek-Okanogan River",17020006,"Okanogan",48.3637183945182,-119.371482581191
170200060411,"Swipkin Canyon-Okanogan River",1702000604,"Omak Creek-Okanogan River",17020006,"Okanogan",48.4318646066454,-119.50344682167
170200060501,"Upper Loup Loup Creek",1702000605,"Loup Loup Creek-Okanogan River",17020006,"Okanogan",48.440665386835,-119.770369529769
170200060502,"Summit Creek",1702000605,"Loup Loup Creek-Okanogan River",17020006,"Okanogan",48.3973759726948,-119.828666821757
170200060503,"Lower Loup Loup Creek",1702000605,"Loup Loup Creek-Okanogan River",17020006,"Okanogan",48.3581920123931,-119.731844883171
170200060504,"Tallant Creek-Okanogan River",1702000605,"Loup Loup Creek-Okanogan River",17020006,"Okanogan",48.3382220250385,-119.646342002178
170200060505,"Chiliwist Creek",1702000605,"Loup Loup Creek-Okanogan River",17020006,"Okanogan",48.3185525152549,-119.821066834876
170200060508,"Dan Canyon",1702000605,"Loup Loup Creek-Okanogan River",17020006,"Okanogan",48.1794030521072,-119.605366542084
170200060509,"Davis Canyon-Okanogan River",1702000605,"Loup Loup Creek-Okanogan River",17020006,"Okanogan",48.1861651193753,-119.706986991493
170200080101,"Diamond Creek",1702000801,"Lost River",17020008,"Methow",48.8713696476989,-120.360860084582
170200080102,"Upper Lost River",1702000801,"Lost River",17020008,"Methow",48.8559748095472,-120.461596474949
170200080103,"Eureka Creek",1702000801,"Lost River",17020008,"Methow",48.7642369019503,-120.553590019683
170200080104,"Lower Lost River",1702000801,"Lost River",17020008,"Methow",48.7560284074758,-120.428486107566
170200080201,"West Fork Methow River",1702000802,"Upper Methow River",17020008,"Methow",48.6403699841319,-120.687510814786
170200080202,"Robinson Creek",1702000802,"Upper Methow River",17020008,"Methow",48.7081879064243,-120.585156951566
170200080203,"Cedar Creek",1702000802,"Upper Methow River",17020008,"Methow",48.5315432404513,-120.518578239111
170200080204,"Early Winters Creek",1702000802,"Upper Methow River",17020008,"Methow",48.5714852484786,-120.591506434884
170200080205,"Rattlesnake Creek-Methow River",1702000802,"Upper Methow River",17020008,"Methow",48.6453401117804,-120.509726458966
170200080301,"Headwaters Chewuch River",1702000803,"Upper Chewuch River",17020008,"Methow",48.9510989357333,-120.090051188047
170200080302,"Windy Creek",1702000803,"Upper Chewuch River",17020008,"Methow",48.8690325030969,-119.977987414395
170200080303,"Kay Creek-Chewuch River",1702000803,"Upper Chewuch River",17020008,"Methow",48.8690001166468,-120.046323629565
170200080304,"Andrews Creek",1702000803,"Upper Chewuch River",17020008,"Methow",48.8553924539747,-120.15444904434
170200080305,"Lake Creek",1702000803,"Upper Chewuch River",17020008,"Methow",48.8164408100341,-120.227924727303
170200080306,"Thirtymile Creek-Chewuch River",1702000803,"Upper Chewuch River",17020008,"Methow",48.7833233944302,-120.043587778189
170200080401,"Twenty Mile Creek",1702000804,"Lower Chewuch River",17020008,"Methow",48.7262625127999,-119.997487028097
170200080402,"Falls Creek",1702000804,"Lower Chewuch River",17020008,"Methow",48.7163919277294,-120.225636697749
170200080403,"Doe Creek-Chewuch River",1702000804,"Lower Chewuch River",17020008,"Methow",48.6877853319124,-120.132230816534
170200080404,"Eight Mile Creek",1702000804,"Lower Chewuch River",17020008,"Methow",48.6920139479014,-120.271916337976
170200080405,"North Fork Boulder Creek",1702000804,"Lower Chewuch River",17020008,"Methow",48.6309763250726,-120.006445786357
170200080406,"Boulder Creek",1702000804,"Lower Chewuch River",17020008,"Methow",48.5728472258693,-120.084002770851
170200080407,"Cub Creek",1702000804,"Lower Chewuch River",17020008,"Methow",48.5898923471512,-120.25973809276
170200080408,"Pearrygin Creek-Chewuch River",1702000804,"Lower Chewuch River",17020008,"Methow",48.5312907416334,-120.150637668444
170200080501,"Headwaters Twisp River",1702000805,"Twisp River",17020008,"Methow",48.4715762047664,-120.595989366204
170200080502,"South Creek",1702000805,"Twisp River",17020008,"Methow",48.417361658199,-120.596784892076
170200080503,"Upper Twisp River",1702000805,"Twisp River",17020008,"Methow",48.4142453255948,-120.515198042524
170200080504,"War Creek",1702000805,"Twisp River",17020008,"Methow",48.3382878379023,-120.500918045204
170200080505,"Eagle Creek",1702000805,"Twisp River",17020008,"Methow",48.3039390561431,-120.440668188328
170200080506,"Buttermilk Creek",1702000805,"Twisp River",17020008,"Methow",48.2894689729094,-120.34927444769
170200080507,"Middle Twisp River",1702000805,"Twisp River",17020008,"Methow",48.3776873414826,-120.3986017413
170200080508,"Little Bridge Creek",1702000805,"Twisp River",17020008,"Methow",48.4296721722096,-120.353094791849
170200080509,"Lower Twisp River",1702000805,"Twisp River",17020008,"Methow",48.3669460580466,-120.2332946455
170200080601,"Goat Creek",1702000806,"Middle Methow River",17020008,"Methow",48.664829193782,-120.358668754953
170200080602,"Fawn Creek-Methow River",1702000806,"Middle Methow River",17020008,"Methow",48.5511403702264,-120.348466483047
170200080603,"Wolf Creek",1702000806,"Middle Methow River",17020008,"Methow",48.4834080448205,-120.399020053642
170200080604,"Bear Creek",1702000806,"Middle Methow River",17020008,"Methow",48.4825540654094,-120.088948014119
170200080605,"Thompson Creek-Methow River",1702000806,"Middle Methow River",17020008,"Methow",48.4419573450574,-120.194566539971
170200080606,"South Fork Beaver Creek",1702000806,"Middle Methow River",17020008,"Methow",48.4471881833087,-119.919908873759
170200080607,"Upper Beaver Creek",1702000806,"Middle Methow River",17020008,"Methow",48.4942592257551,-119.986478399077
170200080608,"Lower Beaver Creek",1702000806,"Middle Methow River",17020008,"Methow",48.3934584156187,-120.00224702272
170200080609,"Benson Creek",1702000806,"Middle Methow River",17020008,"Methow",48.3071310862034,-119.961108072032
170200080610,"Alder Creek-Methow River",1702000806,"Middle Methow River",17020008,"Methow",48.3153259173058,-120.087803424573
170200080701,"Libby Creek",1702000807,"Lower Methow River",17020008,"Methow",48.2705842157316,-120.224424230922
170200080702,"Texas Creek-Methow River",1702000807,"Lower Methow River",17020008,"Methow",48.2250068223856,-120.080891185322
170200080703,"South Fork Gold Creek",1702000807,"Lower Methow River",17020008,"Methow",48.1286857381623,-120.19673997424
170200080704,"Gold Creek",1702000807,"Lower Methow River",17020008,"Methow",48.1900245118591,-120.257215550143
170200080705,"French Creek",1702000807,"Lower Methow River",17020008,"Methow",48.1854749846345,-119.962779859495
170200080706,"McFarland Creek-Methow River",1702000807,"Lower Methow River",17020008,"Methow",48.1357929791212,-120.06884183916
170200080707,"Squaw Creek",1702000807,"Lower Methow River",17020008,"Methow",48.0885159984155,-120.094259462969
170200080708,"Black Canyon Creek",1702000807,"Lower Methow River",17020008,"Methow",48.039558608816,-120.059078962252
170200080709,"Alta Coulee-Methow River",1702000807,"Lower Methow River",17020008,"Methow",48.0506510231263,-119.959165741615
170200100101,"Upper Mad River",1702001001,"Mad River",17020010,"Upper Columbia-Entiat",47.8594707342235,-120.559656679416
170200100102,"Tillicum Creek",1702001001,"Mad River",17020010,"Upper Columbia-Entiat",47.7263798813449,-120.467216721471
170200100103,"Lower Mad River",1702001001,"Mad River",17020010,"Upper Columbia-Entiat",47.7774776562833,-120.457693601064
170200100201,"Headwaters Entiat River",1702001002,"Entiat River",17020010,"Upper Columbia-Entiat",48.1130814701842,-120.72817698038
170200100202,"Three Creek-Entiat River",1702001002,"Entiat River",17020010,"Upper Columbia-Entiat",48.0152164397316,-120.652015681096
170200100203,"North Fork Entiat River",1702001002,"Entiat River",17020010,"Upper Columbia-Entiat",48.0561103659337,-120.589382708468
170200100204,"Lake Creek-Entiat River",1702001002,"Entiat River",17020010,"Upper Columbia-Entiat",47.9512070711299,-120.519749085149
170200100205,"Preston Creek-Entiat River",1702001002,"Entiat River",17020010,"Upper Columbia-Entiat",47.8914452195951,-120.42288029685
170200100206,"Mud Creek",1702001002,"Entiat River",17020010,"Upper Columbia-Entiat",47.7941575829106,-120.302079678714
170200100207,"Potato Creek-Entiat River",1702001002,"Entiat River",17020010,"Upper Columbia-Entiat",47.8197127201904,-120.381201711363
170200100208,"Roaring Creek",1702001002,"Entiat River",17020010,"Upper Columbia-Entiat",47.6620814653348,-120.405104460755
170200100209,"Mills Creek-Entiat River",1702001002,"Entiat River",17020010,"Upper Columbia-Entiat",47.6833985117232,-120.311789518723
170200100303,"Byrd Canyon-Columbia River",1702001003,"Lake Entiat-Columbia River",17020010,"Upper Columbia-Entiat",47.7230126076125,-120.194816771887
170200100304,"Cobaley Canyon",1702001003,"Lake Entiat-Columbia River",17020010,"Upper Columbia-Entiat",47.6546305317717,-120.135611655823
170200100305,"Swakane Creek",1702001003,"Lake Entiat-Columbia River",17020010,"Upper Columbia-Entiat",47.5894318396185,-120.374949348474
170200100306,"Spencer Canyon-Columbia River",1702001003,"Lake Entiat-Columbia River",17020010,"Upper Columbia-Entiat",47.5900665085141,-120.250629636503
170200100307,"Rainey Spring-Columbia River",1702001003,"Lake Entiat-Columbia River",17020010,"Upper Columbia-Entiat",47.4977673685805,-120.290708906733
170200100308,"Number Two Canyon-Columbia River",1702001003,"Lake Entiat-Columbia River",17020010,"Upper Columbia-Entiat",47.4186248334015,-120.331031743484
170200100309,"Squilchuck Creek",1702001003,"Lake Entiat-Columbia River",17020010,"Upper Columbia-Entiat",47.3356762307766,-120.366426244042
170200100310,"Stemilt Creek",1702001003,"Lake Entiat-Columbia River",17020010,"Upper Columbia-Entiat",47.2954794932567,-120.318987396161
170200100311,"Beaver Creek",1702001003,"Lake Entiat-Columbia River",17020010,"Upper Columbia-Entiat",47.4811075153231,-120.169770939191
170200100312,"Rock Island Creek",1702001003,"Lake Entiat-Columbia River",17020010,"Upper Columbia-Entiat",47.4891837062816,-120.104782394289
170200100313,"Hammond Lake-Columbia River",1702001003,"Lake Entiat-Columbia River",17020010,"Upper Columbia-Entiat",47.3780576892861,-120.191981818898
170200100401,"Dry Gulch-Columbia River",1702001004,"Lynch Coulee-Columbia River",17020010,"Upper Columbia-Entiat",47.3258899853681,-120.130779275178
170200100402,"Colockum Creek",1702001004,"Lynch Coulee-Columbia River",17020010,"Upper Columbia-Entiat",47.2692617466784,-120.226719795667
170200100403,"Tarpiscan Creek",1702001004,"Lynch Coulee-Columbia River",17020010,"Upper Columbia-Entiat",47.2164801093132,-120.187892513389
170200100404,"Lynch Coulee",1702001004,"Lynch Coulee-Columbia River",17020010,"Upper Columbia-Entiat",47.3167903474212,-119.902927723706
170200100405,"Whitson Canyon-Columbia River",1702001004,"Lynch Coulee-Columbia River",17020010,"Upper Columbia-Entiat",47.2342824166848,-120.06390668456
170200100406,"Tekison Creek",1702001004,"Lynch Coulee-Columbia River",17020010,"Upper Columbia-Entiat",47.1763453163593,-120.154876672986
170200100407,"Quilomene Creek",1702001004,"Lynch Coulee-Columbia River",17020010,"Upper Columbia-Entiat",47.11400052705,-120.150238651233
170200100408,"Potholes Coulee-Columbia River",1702001004,"Lynch Coulee-Columbia River",17020010,"Upper Columbia-Entiat",47.1387630090317,-119.981683330872
170200100409,"Skookumchuck Creek-Columbia River",1702001004,"Lynch Coulee-Columbia River",17020010,"Upper Columbia-Entiat",47.0680175567236,-120.084742401587
170200100501,"Whiskey Dick Creek",1702001005,"Sand Hollow-Columbia River",17020010,"Upper Columbia-Entiat",47.0216784455393,-120.124682527058
170200100502,"Spring Cayuse Creek-Columbia River",1702001005,"Sand Hollow-Columbia River",17020010,"Upper Columbia-Entiat",47.0102495575051,-119.983758731013
170200100503,"Rocky Coulee",1702001005,"Sand Hollow-Columbia River",17020010,"Upper Columbia-Entiat",46.9735138881529,-120.092799471556
170200100504,"Sand Hollow",1702001005,"Sand Hollow-Columbia River",17020010,"Upper Columbia-Entiat",46.9434569976361,-119.833639150252
170200100505,"Johnson Creek",1702001005,"Sand Hollow-Columbia River",17020010,"Upper Columbia-Entiat",46.8913310532716,-120.111295083337
170200100506,"Ryegrass Coulee-Columbia River",1702001005,"Sand Hollow-Columbia River",17020010,"Upper Columbia-Entiat",46.9356607008135,-120.035528214433
170200100507,"Town of Beverly-Columbia River",1702001005,"Sand Hollow-Columbia River",17020010,"Upper Columbia-Entiat",46.8603151864132,-119.945951572975
170200110101,"Indian Creek",1702001101,"White River-Little Wenatchee River",17020011,"Wenatchee",47.9798167468086,-121.042640476492
170200110102,"Upper White River",1702001101,"White River-Little Wenatchee River",17020011,"Wenatchee",48.0192826441748,-121.01424022031
170200110103,"Panther Creek",1702001101,"White River-Little Wenatchee River",17020011,"Wenatchee",47.9249184604595,-121.002126977809
170200110104,"Napeequa River",1702001101,"White River-Little Wenatchee River",17020011,"Wenatchee",48.004121368277,-120.906034441537
170200110105,"Lower White River",1702001101,"White River-Little Wenatchee River",17020011,"Wenatchee",47.8898747867951,-120.891287223734
170200110106,"Upper Little Wenatchee River",1702001101,"White River-Little Wenatchee River",17020011,"Wenatchee",47.9250969952151,-121.113439070105
170200110107,"Lake Creek",1702001101,"White River-Little Wenatchee River",17020011,"Wenatchee",47.8593371537772,-121.096286691045
170200110108,"Middle Little Wenatchee River",1702001101,"White River-Little Wenatchee River",17020011,"Wenatchee",47.8674827163384,-120.998145934203
170200110109,"Rainy Creek",1702001101,"White River-Little Wenatchee River",17020011,"Wenatchee",47.8177570577587,-121.013125860053
170200110110,"Lower Little Wenatchee River",1702001101,"White River-Little Wenatchee River",17020011,"Wenatchee",47.8378074088256,-120.904801189952
170200110111,"Lake Wenatchee",1702001101,"White River-Little Wenatchee River",17020011,"Wenatchee",47.8242620762701,-120.782396138031
170200110201,"Upper Nason Creek",1702001102,"Nason Creek",17020011,"Wenatchee",47.7703898742207,-121.025191905537
170200110202,"Whitepine Creek",1702001102,"Nason Creek",17020011,"Wenatchee",47.7209874736947,-120.970675289497
170200110203,"Lower Nason Creek",1702001102,"Nason Creek",17020011,"Wenatchee",47.7682391496515,-120.817097522752
170200110301,"Headwaters Chiwawa River",1702001103,"Chiwawa River",17020011,"Wenatchee",48.113315081624,-120.900872149265
170200110302,"Phelps Creek",1702001103,"Chiwawa River",17020011,"Wenatchee",48.1263124428811,-120.837530769826
170200110303,"Upper Chiwawa River",1702001103,"Chiwawa River",17020011,"Wenatchee",48.0182986278822,-120.834340686466
170200110304,"Rock Creek",1702001103,"Chiwawa River",17020011,"Wenatchee",48.0303011494467,-120.767449805193
170200110305,"Middle Chiwawa River",1702001103,"Chiwawa River",17020011,"Wenatchee",47.9351538744872,-120.782234948067
170200110306,"Chikamin Creek",1702001103,"Chiwawa River",17020011,"Wenatchee",47.9610283861648,-120.705841155423
170200110307,"Big Meadow Creek",1702001103,"Chiwawa River",17020011,"Wenatchee",47.8746243263257,-120.766750104545
170200110308,"Lower Chiwawa River",1702001103,"Chiwawa River",17020011,"Wenatchee",47.8601551861907,-120.659140744669
170200110401,"Upper Icicle Creek",1702001104,"Icicle Creek",17020011,"Wenatchee",47.6569230208604,-121.040825819077
170200110402,"French Creek",1702001104,"Icicle Creek",17020011,"Wenatchee",47.5889861704267,-121.033963120011
170200110403,"Jack Creek",1702001104,"Icicle Creek",17020011,"Wenatchee",47.5372911842558,-120.957654775077
170200110404,"Middle Icicle Creek",1702001104,"Icicle Creek",17020011,"Wenatchee",47.5930938924521,-120.871988465258
170200110405,"Eightmile Creek",1702001104,"Icicle Creek",17020011,"Wenatchee",47.5148910299653,-120.852512558837
170200110406,"Lower Icicle Creek",1702001104,"Icicle Creek",17020011,"Wenatchee",47.5266986450839,-120.732369380551
170200110501,"Upper Peshastin Creek",1702001105,"Peshastin Creek",17020011,"Wenatchee",47.3913912583351,-120.650860084852
170200110502,"Ingalls Creek",1702001105,"Peshastin Creek",17020011,"Wenatchee",47.4495119193921,-120.817653559429
170200110503,"Lower Peshastin Creek",1702001105,"Peshastin Creek",17020011,"Wenatchee",47.5001966510539,-120.637038403205
170200110601,"East Fork Mission Creek",1702001106,"Mission Creek",17020011,"Wenatchee",47.357114875701,-120.452969516287
170200110602,"Devil's Gulch",1702001106,"Mission Creek",17020011,"Wenatchee",47.3465836403978,-120.502507550793
170200110603,"Sand Creek",1702001106,"Mission Creek",17020011,"Wenatchee",47.4272554749503,-120.559025389452
170200110604,"Brender Creek-Mission Creek",1702001106,"Mission Creek",17020011,"Wenatchee",47.4681849326597,-120.50098132708
170200110701,"Beaver Creek-Wenatchee River",1702001107,"Wenatchee River",17020011,"Wenatchee",47.7657517637141,-120.667611698119
170200110702,"Chiwaukum Creek",1702001107,"Wenatchee River",17020011,"Wenatchee",47.692916895855,-120.837144886626
170200110703,"Tumwater Canyon-Wenatchee River",1702001107,"Wenatchee River",17020011,"Wenatchee",47.6262855925075,-120.747793585066
170200110704,"Eagle Creek",1702001107,"Wenatchee River",17020011,"Wenatchee",47.658912919725,-120.543228820087
170200110705,"Chumstick Creek",1702001107,"Wenatchee River",17020011,"Wenatchee",47.6946691538536,-120.616715245187
170200110706,"Derby Canyon-Wenatchee River",1702001107,"Wenatchee River",17020011,"Wenatchee",47.6026879456089,-120.591901444382
170200110707,"Ollala Canyon-Wenatchee River",1702001107,"Wenatchee River",17020011,"Wenatchee",47.5664090800572,-120.512895385127
170200110708,"Nahahum Canyon-Wenatchee River",1702001107,"Wenatchee River",17020011,"Wenatchee",47.5119357929931,-120.405518588729
170200120406,"Lower Moses Coulee",1702001204,"Moses Coulee",17020012,"Moses Coulee",47.3414775351955,-120.033188730577
170200150201,"Upper Rocky Coulee",1702001502,"Rocky Coulee",17020015,"Lower Crab",47.2382431445475,-118.516663573432
170200150202,"Middle Rocky Coulee",1702001502,"Rocky Coulee",17020015,"Lower Crab",47.2430442810317,-118.729224344804
170200150203,"Lower Rocky Coulee",1702001502,"Rocky Coulee",17020015,"Lower Crab",47.2099984467694,-118.925172543152
170200150204,"Rocky Branch Coulee",1702001502,"Rocky Coulee",17020015,"Lower Crab",47.1826124314558,-119.078594759255
170200150301,"Upper Rocky Ford Creek",1702001503,"Rocky Ford Creek",17020015,"Lower Crab",47.3161837620814,-119.462905351144
170200150302,"Lower Rocky Ford Creek",1702001503,"Rocky Ford Creek",17020015,"Lower Crab",47.2230524631905,-119.406777898548
170200150403,"Willow Lake-Crab Creek",1702001504,"Round Lake-Crab Creek",17020015,"Lower Crab",47.3343915357636,-119.36217810707
170200150406,"Gloyd Seeps-Crab Creek",1702001504,"Round Lake-Crab Creek",17020015,"Lower Crab",47.2221540830676,-119.278524078195
170200150607,"Lower Frenchman Hills Wasteway",1702001506,"Frenchman Hills Wasteway",17020015,"Lower Crab",46.97862914289,-119.50874169101
170200150701,"Upper Bauer Coulee",1702001507,"Weber Coulee",17020015,"Lower Crab",47.1362634342835,-118.499704197424
170200150702,"170200150702",1702001507,"Weber Coulee",17020015,"Lower Crab",47.1462979798927,-118.595459211131
170200150703,"Lower Bauer Coulee",1702001507,"Weber Coulee",17020015,"Lower Crab",47.0719832286456,-118.744678085531
170200150704,"Upper Farrier Coulee",1702001507,"Weber Coulee",17020015,"Lower Crab",47.1821552579735,-118.659898973227
170200150705,"Lower Farrier Coulee",1702001507,"Weber Coulee",17020015,"Lower Crab",47.1345777390029,-118.79563481001
170200150706,"Upper Weber Coulee",1702001507,"Weber Coulee",17020015,"Lower Crab",47.1392703305093,-118.914128166586
170200150707,"Lower Weber Coulee",1702001507,"Weber Coulee",17020015,"Lower Crab",47.0770642715752,-119.049820728541
170200150802,"Town of Ralston-Lind Coulee",1702001508,"Lind Coulee",17020015,"Lower Crab",46.9859497153594,-118.376997213227
170200150803,"Lower McElroy Coulee",1702001508,"Lind Coulee",17020015,"Lower Crab",47.0241297336946,-118.42105146157
170200150804,"Kautz Dam-Lind Coulee",1702001508,"Lind Coulee",17020015,"Lower Crab",46.9478035539288,-118.508238834782
170200150805,"Upper Paha Coulee",1702001508,"Lind Coulee",17020015,"Lower Crab",47.1108043486607,-118.401767658958
